2025-05-22 08:48:11,791 | DEBUG | asyncio | Using selector: KqueueSelector
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul.footer-menu>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-2.col-md-3.col-sm-6.footer-column>.footer-section.footer-section--social
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--social>h3.footer-title
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--social>.footer-menu
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,734 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section--social>.footer-menu.footer-menu--social
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - ul>li.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-3.col-md-12.col-sm-6.footer-column>.footer-section.footer-section-newsletter
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-section.footer-section-newsletter>h3.footer-title
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-main>.row.footer-section.d-none
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .col-xl-2.col-lg-3>img.img-fluid.footer-logo
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .row.footer-section.d-none>.col-xl-2.col-lg-4.footer-location
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li>a.footer-link.footer-link--tel
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - li>a.footer-link.footer-link--contact
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-main>#lbs--footer-legal.footer-legal
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - #lbs--footer-legal.footer-legal>.footer-nav
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item.col-md-4.col-sm-12
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item.d-none
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item.d-none>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - .footer-nav>span.footer-item
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - span.footer-item>a.footer-link
2025-05-22 08:55:12,735 | DEBUG | readability.readability | Removing unlikely candidate - #myModalSubscribe.modal.fade>span.spinner-border-footer
2025-05-22 08:55:12,737 | DEBUG | readability.readability | Branch 99.020 .col-lg-8>.node__content link density 0.019 -> 97.129
2025-05-22 08:55:12,738 | DEBUG | readability.readability | Branch 39.510 .row.news-post-row.lbs-active-image-lightbox>.col-lg-8 link density 0.019 -> 38.756
2025-05-22 08:55:12,738 | DEBUG | readability.readability | Top 5 : 97.129 .col-lg-8>.node__content
2025-05-22 08:55:12,738 | DEBUG | readability.readability | Top 5 : 38.756 .row.news-post-row.lbs-active-image-lightbox>.col-lg-8
2025-05-22 08:55:12,739 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 403, b'Forbidden', [(b'Date', b'Thu, 22 May 2025 12:55:12 GMT'), (b'Content-Type', b'text/html; charset=UTF-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'close'), (b'accept-ch', b'Sec-CH-UA-Bitness, Sec-CH-UA-Arch, Sec-CH-UA-Full-Version, Sec-CH-UA-Mobile, Sec-CH-UA-Model, Sec-CH-UA-Platform-Version, Sec-CH-UA-Full-Version-List, Sec-CH-UA-Platform, Sec-CH-UA, UA-Bitness, UA-Arch, UA-Full-Version, UA-Mobile, UA-Model, UA-Platform-Version, UA-Platform, UA'), (b'cf-mitigated', b'challenge'), (b'critical-ch', b'Sec-CH-UA-Bitness, Sec-CH-UA-Arch, Sec-CH-UA-Full-Version, Sec-CH-UA-Mobile, Sec-CH-UA-Model, Sec-CH-UA-Platform-Version, Sec-CH-UA-Full-Version-List, Sec-CH-UA-Platform, Sec-CH-UA, UA-Bitness, UA-Arch, UA-Full-Version, UA-Mobile, UA-Model, UA-Platform-Version, UA-Platform, UA'), (b'cross-origin-embedder-policy', b'require-corp'), (b'cross-origin-opener-policy', b'same-origin'), (b'cross-origin-resource-policy', b'same-origin'), (b'origin-agent-cluster', b'?1'), (b'permissions-policy', b'accelerometer=(),autoplay=(),browsing-topics=(),camera=(),clipboard-read=(),clipboard-write=(),geolocation=(),gyroscope=(),hid=(),interest-cohort=(),magnetometer=(),microphone=(),payment=(),publickey-credentials-get=(),screen-wake-lock=(),serial=(),sync-xhr=(),usb=()'), (b'referrer-policy', b'same-origin'), (b'server-timing', b'chlray;desc="943c777109ae3b96"'), (b'x-content-type-options', b'nosniff'), (b'x-frame-options', b'SAMEORIGIN'), (b'Cache-Control', b'private, max-age=0, no-store, no-cache, must-revalidate, post-check=0, pre-check=0'), (b'Expires', b'Thu, 01 Jan 1970 00:00:01 GMT'), (b'Set-Cookie', b'__cf_bm=ik28goJXBXN0GcjZzLNSgvEbE5LBo1C8pT8Qp0ouv4k-1747918512-1.0.1.1-qyjve389V0WSEO8PanhFFmWZrBO0Lrfvu6K2cxBXOcxWJzEh50en8ulZh9RxKfJJfI8tDrLPZlaHPyRGLuRNsHlWngLy8_8NlM69ZaAdlOg; path=/; expires=Thu, 22-May-25 13:25:12 GMT; domain=.genomeweb.com; HttpOnly; Secure; SameSite=None'), (b'Vary', b'Accept-Encoding'), (b'Server', b'cloudflare'), (b'CF-RAY', b'943c777109ae3b96-IAD'), (b'Content-Encoding', b'gzip'), (b'alt-svc', b'h3=":443"; ma=86400')])
2025-05-22 08:55:12,739 | INFO | httpx | HTTP Request: GET https://www.genomeweb.com/molecular-diagnostics "HTTP/1.1 403 Forbidden"
2025-05-22 08:55:12,739 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,739 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-05-22 08:55:12,739 | DEBUG | httpcore.http11 | response_closed.started
2025-05-22 08:55:12,741 | DEBUG | httpcore.connection | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x109b9d710>
2025-05-22 08:55:12,741 | DEBUG | httpcore.http11 | response_closed.complete
2025-05-22 08:55:12,741 | DEBUG | httpcore.http11 | send_request_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,741 | DEBUG | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Thu, 22 May 2025 12:55:12 GMT'), (b'Content-Type', b'text/html; charset=UTF-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'Last-Modified', b'Thu, 22 May 2025 12:06:28 GMT'), (b'X-XSS-Protection', b'1; mode=block'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Access-Control-Allow-Origin', b'https://app.zoominfo.com; *.prnewswire.com; *.multivu.com; *.vocusdr.com; *.prweb.com'), (b'CF-Cache-Status', b'HIT'), (b'Age', b'2917'), (b'Expires', b'Sat, 24 May 2025 12:55:12 GMT'), (b'Cache-Control', b'public, max-age=172800'), (b'Set-Cookie', b'__cf_bm=56gpXp9EGxdWjz_5MyurlkUzXqwVgvv2VvufLqvMNsg-1747918512-1.0.1.1-15JiWw.VWYzYGBagb3kGLKeuNK1E59TbEdNvg2xW.u666yRTUTJfRUn.IXuiXOGfSmD2y0ZiKBNaMIbQovsC25wFgQqWW6J59FDQ2bAecK8; path=/; expires=Thu, 22-May-25 13:25:12 GMT; domain=.www.prnewswire.com; HttpOnly; Secure; SameSite=None'), (b'Vary', b'Accept-Encoding'), (b'Server', b'cloudflare'), (b'CF-RAY', b'943c77711892fc18-IAD'), (b'Content-Encoding', b'gzip')])
2025-05-22 08:55:12,742 | INFO | httpx | HTTP Request: GET https://www.prnewswire.com/news-releases/oncoswab-announces-collaboration-with-mayo-clinic-to-advance-non-invasive-cancer-diagnostics-302462713.html "HTTP/1.1 200 OK"
2025-05-22 08:55:12,742 | DEBUG | httpcore.http11 | receive_response_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,742 | DEBUG | httpcore.http11 | send_request_headers.complete
2025-05-22 08:55:12,742 | DEBUG | httpcore.http11 | send_request_body.started request=<Request [b'GET']>
2025-05-22 08:55:12,742 | DEBUG | httpcore.http11 | send_request_body.complete
2025-05-22 08:55:12,742 | DEBUG | httpcore.http11 | receive_response_headers.started request=<Request [b'GET']>
2025-05-22 08:55:12,747 | DEBUG | httpcore.http11 | receive_response_body.complete
2025-05-22 08:55:12,747 | DEBUG | httpcore.http11 | response_closed.started
2025-05-22 08:55:12,747 | DEBUG | httpcore.http11 | response_closed.complete
2025-05-22 08:55:12,747 | DEBUG | httpcore.connection | close.started
2025-05-22 08:55:12,747 | DEBUG | httpcore.connection | close.complete
2025-05-22 08:55:12,770 | DEBUG | readability.readability | Removing unlikely candidate - nav.navbar.navbar-default>.navbar-header
2025-05-22 08:55:12,771 | DEBUG | readability.readability | Removing unlikely candidate - header.main-header.visible-lg-block.prnewswire>#sub-nav-tier.navigation-menu
2025-05-22 08:55:12,771 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul#1-submenu.dropdown-menu.tier-three
2025-05-22 08:55:12,771 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul.dropdown-menu.tier-three
2025-05-22 08:55:12,771 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul.dropdown-menu.tier-three
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul.dropdown-menu.tier-three
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul.dropdown-menu.tier-three
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li.nav-dropdown.dropdown.fw.nav-title>ul.dropdown-menu.tier-three
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-sub-menu
2025-05-22 08:55:12,772 | DEBUG | readability.readability | Removing unlikely candidate - div{01}>nav.header-mobile.navbar.navbar-default.navbar-fixed-top.mm-slideout.prnewswire
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - li.dropdown.visible-xs>ul.dropdown-menu.contact
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - li>a.btn.btn-primary.btn-nav-cta.hidden-xs.omniture-sticky-menu
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - p.text-center>a.omniture-sticky-menu
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - p.text-center>a.omniture-sticky-menu
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - li#mobile-searchLoggedIn1.visible-xs.visible-sm.visible-md.dropdown>ul.dropdown-menu.search
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - li.input-group>input#mobileSiteSearchbox.dropddown-menu
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-default>li.mm-footer.mm-social
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - a>i.fab.fab-twitter
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-news>li.mm-footer.mm-social
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - a>i.fab.fab-twitter
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-products>li.mm-footer.mm-social
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - a>i.fab.fab-twitter
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - ul#mm-contact>li.mm-footer.mm-social
2025-05-22 08:55:12,773 | DEBUG | readability.readability | Removing unlikely candidate - a>i.fab.fab-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - article.news-release.inline-gallery-template>header.container.release-header
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - ul.list-unstyled>a.btn-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - a.btn-twitter>li.social-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - span>i.fab.fab-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - ul.list-unstyled>a.btn-twitter__mobile
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - a.btn-twitter__mobile>li.social-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li.social-twitter>i.fab.fab-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - #stock-modal-content.modal-content>.modal-header
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - div{02}>footer#js-footer
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerContact
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .footerContact>.footer-head.hidden-xs
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .footerContact>ul.footer-contact
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>.footer-num
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>a#chatLinkFooter.chatLink
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerDropdown
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .dropup.global-sites.hidden-xs>ul#dropdown-menu-contact-us.dropdown-menu
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerSocial
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - a>span.fab.fab-twitter
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerList
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .footerList>.footer-head
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerList
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .footerList>.footer-head
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - .footer-head>h2.omniture-footer_subsites.hidden-xs
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,774 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerDropdown
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .dropup.global-sites.hidden-xs>ul#dropdown-menu-global-sites.dropdown-menu
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .col-sm-3.col-xs-12.hidden-xs>.footerList
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .footerList>.footer-head
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer_subsites
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .visible-xs.col-xs-12.text-center>.footer-head
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .visible-xs.col-xs-12.text-center>.footer-head
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .visible-xs.col-xs-12.text-center>.footer-head
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - .col-xs-12.visible-xs.dropup>ul.dropdown-menu
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - div{03}>section.sub-footer
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,775 | DEBUG | readability.readability | Removing unlikely candidate - li>a.omniture-footer-links
2025-05-22 08:55:12,777 | DEBUG | readability.readability | Branch  7.290 .row>.col-sm-11 link density 0.000 ->  7.290
2025-05-22 08:55:12,777 | DEBUG | readability.readability | Branch  6.145 .qs-pending>.row link density 0.000 ->  6.145
2025-05-22 08:55:12,777 | DEBUG | readability.readability | Branch -17.360 #response-json.qs-results>.media.qs-no-results link density 0.000 -> -17.360
2025-05-22 08:55:12,777 | DEBUG | readability.readability | Branch  6.320 .col-sm-12>#response-json.qs-results link density 0.000 ->  6.320
2025-05-22 08:55:12,777 | DEBUG | readability.readability | Branch 37.230 .row>.col-lg-10.col-lg-offset-1 link density 0.000 -> 37.230
2025-05-22 08:55:12,778 | DEBUG | readability.readability | Branch 21.115 section.release-body.container>.row link density 0.000 -> 21.115
2025-05-22 08:55:12,778 | DEBUG | readability.readability | Branch  7.520 .newsFeaturedSection>.newsFeaturedWrap link density 0.075 ->  6.957
2025-05-22 08:55:12,778 | DEBUG | readability.readability | Branch  6.260 .col-sm-10.col-sm-offset-1>.newsFeaturedSection link density 0.075 ->  5.792
2025-05-22 08:55:12,778 | DEBUG | readability.readability | Branch  7.290 .newFeaturedIcon>.featuredIcon-col link density 0.000 ->  7.290
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Branch  8.400 .newsFeaturedWrap>.newFeaturedIcon link density 0.000 ->  8.400
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Branch  7.250 .newFeaturedIcon>.featuredIcon-col link density 0.000 ->  7.250
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Branch  7.260 .newFeaturedIcon>.featuredIcon-col link density 0.000 ->  7.260
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Top 5 : 37.230 .row>.col-lg-10.col-lg-offset-1
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Top 5 : 21.115 section.release-body.container>.row
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Top 5 :  8.400 .newsFeaturedWrap>.newFeaturedIcon
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Top 5 :  7.290 .row>.col-sm-11
2025-05-22 08:55:12,779 | DEBUG | readability.readability | Top 5 :  7.290 .newFeaturedIcon>.featuredIcon-col
